672;831;975;1034;1025;1080;1119;1154;1298
720;804;986;991;1039;1068;1126;1186;1322
748;836;936;963;1008;1102;1164;1208;1358
724;768;983;991;1028;1112;1164;1152;1374
743;783;934;982;1032;1098;1151;1152;1334
704;784;935;1048;1024;1103;1100;1215;1312
735;768;930;1007;1055;1063;1151;1183;1300
672;816;1020;1024;1055;1104;1148;1152;1311
752;800;998;1000;1032;1119;1104;1167;1350
680;799;962;994;1030;1120;1130;1188;1312
671;864;928;994;1037;1080;1093;1159;1295
703;831;935;978;1055;1062;1102;1184;1328
680;768;975;1048;1024;1116;1094;1200;1327
736;792;960;996;1024;1103;1099;1215;1319
679;839;976;1044;1038;1088;1152;1154;1332
687;837;980;967;1038;1063;1088;1215;1290
724;831;946;995;1024;1087;1117;1168;1322
730;816;927;1008;1024;1124;1104;1139;1295
719;847;990;976;1024;1067;1128;1183;1359
750;815;994;1008;1026;1064;1096;1167;1332
728;799;964;983;1024;1112;1136;1154;1295
744;780;960;1028;1002;1118;1103;1216;1350
719;856;982;994;1024;1134;1124;1152;1359
720;799;960;991;1071;1056;1140;1166;1295
750;799;975;1040;1024;1092;1159;1167;1358
655;847;967;975;1024;1103;1151;1199;1369
735;839;943;1023;1024;1087;1120;1198;1304
724;768;960;992;1024;1132;1126;1130;1359
671;804;943;1023;1038;1124;1151;1154;1344
674;783;970;1021;1024;1104;1132;1168;1354
750;771;991;992;1024;1060;1112;1162;1327
704;759;1000;1023;1024;1070;1151;1172;1343
719;771;992;1040;1071;1067;1111;1155;1290
663;832;960;1040;1024;1126;1119;1215;1338
735;799;960;991;1055;1075;1151;1204;1298
748;775;928;991;1038;1126;1103;1214;1294
703;774;944;1024;1024;1088;1088;1175;1328
735;806;959;983;1046;1118;1132;1200;1336
695;768;991;1024;1031;1120;1088;1143;1312
742;831;980;1044;1024;1103;1103;1200;1287
687;768;991;1046;1024;1068;1106;1184;1295
659;800;1016;1023;1039;1119;1152;1176;1291
750;771;980;1023;1024;1078;1103;1206;1303
742;759;1014;1028;1024;1088;1104;1214;1299
724;768;938;1032;1027;1119;1136;1184;1375
704;752;992;976;1014;1152;1150;1152;1319
679;815;1018;1000;1055;1144;1138;1152;1344
645;769;975;966;1023;1130;1132;1188;1316
703;783;966;1054;1055;1103;1115;1156;1330
735;846;936;994;994;1092;1091;1159;1352
751;806;962;1024;1014;1098;1104;1159;1300
661;802;1007;1102;995;1103;1150;1199;1312
680;767;996;996;1023;1103;1145;1160;1359
716;784;1010;984;995;1087;1160;1212;1319
676;818;959;991;994;1103;1134;1196;1314
748;832;940;979;1008;1124;1090;1212;1316
708;848;943;1048;1004;1120;1120;1200;1328
688;799;938;1038;1023;1104;1119;1214;1298
748;816;995;1039;1014;1132;1103;1159;1327
704;846;940;1040;995;1120;1098;1183;1343
690;820;970;1055;995;1140;1158;1196;1343
720;786;951;1052;1000;1100;1151;1131;1296
